product_id,product_name,rating,review_title,review_text,word_count,text,label,sentiment
67051,VeganVitaB,5,b complex,"I recently tried BioActive Complete B-Complex, 60 Vegetarian Capsules, and I'm thoroughly impressed. The quality of the ingredients is outstanding, ensuring that you're getting the best possible nutrients. The packaging is well-designed, keeping the capsules fresh and easy to access. One of the standout aspects is how it supports the nervous system. The inclusion of folic acid is fantastic, promoting overall brain health and cognitive function. Additionally, the formula is carefully balanced to minimize any niacin flush, making it comfortable to take. Overall, this supplement is a fantastic choice for anyone looking to boost their B vitamin intake with a high-quality product.",102,"b complex I recently tried BioActive Complete B-Complex, 60 Vegetarian Capsules, and I'm thoroughly impressed. The quality of the ingredients is outstanding, ensuring that you're getting the best possible nutrients. The packaging is well-designed, keeping the capsules fresh and easy to access. One of the standout aspects is how it supports the nervous system. The inclusion of folic acid is fantastic, promoting overall brain health and cognitive function. Additionally, the formula is carefully balanced to minimize any niacin flush, making it comfortable to take. Overall, this supplement is a fantastic choice for anyone looking to boost their B vitamin intake with a high-quality product.",1,positive
16567,Magnesium,2,Mumtaz,The quantity is very large and does not increase or decrease in length depending on your skin type. The type that does not suit you the most is oily or very sensitive skin.,33,Mumtaz The quantity is very large and does not increase or decrease in length depending on your skin type. The type that does not suit you the most is oily or very sensitive skin.,0,negative
61865,VitaminC,2,Below average ADDED FILLERS,Shame they add filler Magnesium Stearate to this Vit C brand its so unnecessary.,14,Below average ADDED FILLERS Shame they add filler Magnesium Stearate to this Vit C brand its so unnecessary.,0,negative
64009,LactoBif,4,good,I bought it to manage my health better as my health has been getting worse recently. I am trying to live a healthier life by exercising and taking nutritional supplements. I hope it works.,34,good I bought it to manage my health better as my health has been getting worse recently. I am trying to live a healthier life by exercising and taking nutritional supplements. I hope it works.,1,positive
16567,Magnesium,4,Good but rather have caps instead of tablets,"My fault, didn't notice these were tabs instead of caps..ingredients good, but don't usually like tablets since they seem to have more fillers and more difficult to break down. Still using them and seem to help with sleep, but not so much with joint pain yet (it's been about a month of use)",53,"Good but rather have caps instead of tablets My fault, didn't notice these were tabs instead of caps..ingredients good, but don't usually like tablets since they seem to have more fillers and more difficult to break down. Still using them and seem to help with sleep, but not so much with joint pain yet (it's been about a month of use)",1,positive
16567,Magnesium,2,Disorder of the digestive tract,"I took according to the instructions: 2 times 2 times a day, from the second day began to weaken, on 3-4 days echoes of nausea. Apparently, for me too much for 2pcs, I'll try 1pc 2 times or at least 1pc a day, it's a pity to throw it away.",50,"Disorder of the digestive tract I took according to the instructions: 2 times 2 times a day, from the second day began to weaken, on 3-4 days echoes of nausea. Apparently, for me too much for 2pcs, I'll try 1pc 2 times or at least 1pc a day, it's a pity to throw it away.",0,negative
62118,Omega,1,disappointed,"Keep it only in the refrigerator! It spoils quickly! Especially if the lights are constantly turned off, like in Ukraine! Take care of yourself!",24,"disappointed Keep it only in the refrigerator! It spoils quickly! Especially if the lights are constantly turned off, like in Ukraine! Take care of yourself!",0,negative
16567,Magnesium,2,I don't really understand the effect,"I'm about to finish it, but I honestly don't know if it's effective. Also, because it's an overseas product, each pill is too big and it's hard to swallow at first. I'm taking one pill at a time.",38,"I don't really understand the effect I'm about to finish it, but I honestly don't know if it's effective. Also, because it's an overseas product, each pill is too big and it's hard to swallow at first. I'm taking one pill at a time.",0,negative
16567,Magnesium,1,The hair was kneaded...,"I had already taken about a third of it, but when I took it out to take another one today, I was surprised to see some hair mixed in... I noticed it because it was on the surface, but it's a big tablet and I don't think I would have noticed it if it was mixed in. It may be a good supplement, but it made me feel sick and I don't think I'll buy this brand again.",78,"The hair was kneaded... I had already taken about a third of it, but when I took it out to take another one today, I was surprised to see some hair mixed in... I noticed it because it was on the surface, but it's a big tablet and I don't think I would have noticed it if it was mixed in. It may be a good supplement, but it made me feel sick and I don't think I'll buy this brand again.",0,negative
16567,Magnesium,4,I think it works,The supplement is working well I think. The quality is good and working as intended. The ingredient is as should be. The size is tolerable enough. The package is nice. Hopefully it works well as intended as I need it for sleep. It works sometimes fast and sometimes just okay.,50,I think it works The supplement is working well I think. The quality is good and working as intended. The ingredient is as should be. The size is tolerable enough. The package is nice. Hopefully it works well as intended as I need it for sleep. It works sometimes fast and sometimes just okay.,1,positive
61865,VitaminC,1,The dosage is too high for some people,"Approximately on the second day after taking, a runny nose began, my hands were combed, and I felt a general malaise. I had similar symptoms in childhood, after I ate a whole packet of tangerines. I managed to drink 2-3 capsules, I didn't take any more risks, the jar is still in the closet. Apparently, the 1,000 mg dosage is not suitable for everyone. Be careful when taking.",68,"The dosage is too high for some people Approximately on the second day after taking, a runny nose began, my hands were combed, and I felt a general malaise. I had similar symptoms in childhood, after I ate a whole packet of tangerines. I managed to drink 2-3 capsules, I didn't take any more risks, the jar is still in the closet. Apparently, the 1,000 mg dosage is not suitable for everyone. Be careful when taking.",0,negative
62118,Omega,4,"Great, but too expensive now","Since when did fish oil get so expensive? But they do what they're supposed to do, and this brand is always of reliable quality, so they're worth buying.",28,"Great, but too expensive now Since when did fish oil get so expensive? But they do what they're supposed to do, and this brand is always of reliable quality, so they're worth buying.",1,positive
62118,Omega,4,Premium Fish Oil,"I've been using Premium Fish Oil daily and have noticed a boost in my energy and overall well-being. It provides essential omega-3 fatty acids (EPA and DHA) that our bodies can't produce. Plus, it's reasonably priced, making it a great value for maintaining good health.",45,"Premium Fish Oil I've been using Premium Fish Oil daily and have noticed a boost in my energy and overall well-being. It provides essential omega-3 fatty acids (EPA and DHA) that our bodies can't produce. Plus, it's reasonably priced, making it a great value for maintaining good health.",1,positive
67051,VeganVitaB,1,Disgusting product in every way,"The smell and taste is unbearable, it is worse than rotten fish carrots and even when the container is closed it reeks and makes the entire pantry smell. The size of the pills are big and hard to swallow on top of that. And even worse, you need to take 2 rather than 1 unlike other B-complex vitamins in which u can take 1 for the same amount of nutrition. Not sure how they managed to fall so far behind. The 100mg of B6 is way too much. Netherlands set max daily intake for B6 at 21mg for supplements, and NHS in UK recommends no more than 10mg daily. This is because neuropathy can be caused even with less than 50mg daily. Not worth taking 100mg B6 for extended periods, the risks of peripheral neuropathy are high and the amount of B6 needs to be lowered in this supplement. I have no idea why the rating for this product is high, I believe it is thousands of bots. Do not buy this garbage.",173,"Disgusting product in every way The smell and taste is unbearable, it is worse than rotten fish carrots and even when the container is closed it reeks and makes the entire pantry smell. The size of the pills are big and hard to swallow on top of that. And even worse, you need to take 2 rather than 1 unlike other B-complex vitamins in which u can take 1 for the same amount of nutrition. Not sure how they managed to fall so far behind. The 100mg of B6 is way too much. Netherlands set max daily intake for B6 at 21mg for supplements, and NHS in UK recommends no more than 10mg daily. This is because neuropathy can be caused even with less than 50mg daily. Not worth taking 100mg B6 for extended periods, the risks of peripheral neuropathy are high and the amount of B6 needs to be lowered in this supplement. I have no idea why the rating for this product is high, I believe it is thousands of bots. Do not buy this garbage.",0,negative
16567,Magnesium,1,Absolutely dissatisfied,"I am extremely dissatisfied with this product. First of all, there was absolutely no effect of the ones listed in the description. Secondly, the tablets are difficult to swallow (big) and although I do try to be understanding about this (assuming that there's a reason they can't make them smaller), they also have a detestable taste... I've taken other magnesium, and other supplements, and none of them tasted that badly. Most of them taste bad, but this one is the worst, really. Thirdly, since I have taken other magnesium before (different forms of magnesium; such as citrate, l-threonate and such and such), I *always* felt a nice sensation throughout my entire body while I was taking them; especially in the beginning. I can't describe this better, but I believe it's because of my lack of magnesium (and how good it feels when I finally take it; same thing with eating fruits and whatnot). However with this magnesium I've felt... absolutely nothing. I didn't feel anything at the beginning, or while taking it (after a few days). I also didn't feel the good effects it was supposed to have... All in all, I am very dissatisfied, and I regret buying it. I do not know if it is the specific magnesium to blame, or the label (Doctor's Best)... For the time being I won't order again from this label.",228,"Absolutely dissatisfied I am extremely dissatisfied with this product. First of all, there was absolutely no effect of the ones listed in the description. Secondly, the tablets are difficult to swallow (big) and although I do try to be understanding about this (assuming that there's a reason they can't make them smaller), they also have a detestable taste... I've taken other magnesium, and other supplements, and none of them tasted that badly. Most of them taste bad, but this one is the worst, really. Thirdly, since I have taken other magnesium before (different forms of magnesium; such as citrate, l-threonate and such and such), I *always* felt a nice sensation throughout my entire body while I was taking them; especially in the beginning. I can't describe this better, but I believe it's because of my lack of magnesium (and how good it feels when I finally take it; same thing with eating fruits and whatnot). However with this magnesium I've felt... absolutely nothing. I didn't feel anything at the beginning, or while taking it (after a few days). I also didn't feel the good effects it was supposed to have... All in all, I am very dissatisfied, and I regret buying it. I do not know if it is the specific magnesium to blame, or the label (Doctor's Best)... For the time being I won't order again from this label.",0,negative
67051,VeganVitaB,2,Ridiculous size,"Too big. Not possible to even test properly due to size. Usually this brand is good and effective, with high-quality ingredients and ideal dosage. Cannot recommend this product however.",29,"Ridiculous size Too big. Not possible to even test properly due to size. Usually this brand is good and effective, with high-quality ingredients and ideal dosage. Cannot recommend this product however.",0,negative
62118,Omega,4,used to buy a lot,"Was purchasing this one for years but then learned that the percentage of dha should be higher and had to switch to another brand. Otherwise, was fine with this one and the softgels were semi easy to swallow and did not produce the fishy reflux effect as far as I can remember.",52,"used to buy a lot Was purchasing this one for years but then learned that the percentage of dha should be higher and had to switch to another brand. Otherwise, was fine with this one and the softgels were semi easy to swallow and did not produce the fishy reflux effect as far as I can remember.",1,positive
61865,VitaminC,5,Love it,"Love the patches I love that it is easy to use . Great quality and ingredient, nice package, great benefit of my my hair, nice for skin, good size perfect for everyday",32,"Love it Love the patches I love that it is easy to use . Great quality and ingredient, nice package, great benefit of my my hair, nice for skin, good size perfect for everyday",1,positive
64009,LactoBif,4,Helped with bowel movement but not with digestion,"I've been able to go to the bathroom almost every day since I started taking this for about three months, but it didn't help with my slow digestion.",28,"Helped with bowel movement but not with digestion I've been able to go to the bathroom almost every day since I started taking this for about three months, but it didn't help with my slow digestion.",1,positive
16567,Magnesium,2,I don't recommend,"The magnesium does its job, and the effect is noticeable, especially in terms of relaxation and general well-being. However, the tablets are really large and also quite rough, which makes them a bit uncomfortable and difficult to swallow. It's a shame about this, because otherwise the product is good.",49,"I don't recommend The magnesium does its job, and the effect is noticeable, especially in terms of relaxation and general well-being. However, the tablets are really large and also quite rough, which makes them a bit uncomfortable and difficult to swallow. It's a shame about this, because otherwise the product is good.",0,negative
67051,VeganVitaB,1,In a complex,"Quality, price, packaging, etc. all the stars aligned here. For cheerfulness, energy, the absorption of iron contributes well",18,"In a complex Quality, price, packaging, etc. all the stars aligned here. For cheerfulness, energy, the absorption of iron contributes well",0,negative
16567,Magnesium,2,3rd bottle,It's my 3rd bottle when it's cramping effect. I'll order it again when I eat it.,16,3rd bottle It's my 3rd bottle when it's cramping effect. I'll order it again when I eat it.,0,negative
67051,VeganVitaB,5,Great B-Complex,"The quality of this supplement is excellent and the ingredients are well balanced. The size of the capsules is easy to swallow which I really appreciate. It has folic acid and niacin included, which makes it a complete formula. I noticed better energy and focus after taking it regularly. Overall, a very solid B-complex that really supports daily health.",59,"Great B-Complex The quality of this supplement is excellent and the ingredients are well balanced. The size of the capsules is easy to swallow which I really appreciate. It has folic acid and niacin included, which makes it a complete formula. I noticed better energy and focus after taking it regularly. Overall, a very solid B-complex that really supports daily health.",1,positive
62118,Omega,2,Excellent,The number is large and one pill per day. Give me a like,13,Excellent The number is large and one pill per day. Give me a like,0,negative
61865,VitaminC,2,Below average,"Glory be to God and praise be to Him, Glory be to God the Great, there is no god but God",21,"Below average Glory be to God and praise be to Him, Glory be to God the Great, there is no god but God",0,negative
67051,VeganVitaB,2,Not good,"I've used many B Complex and this is the worst one, alot of stomach cramps after using it.",18,"Not good I've used many B Complex and this is the worst one, alot of stomach cramps after using it.",0,negative
61865,VitaminC,4,Vit C big dose,I take it with collagen but 1k mg is a bit much i think 500 mg is enough for average person even if they want a little more for collagen production,31,Vit C big dose I take it with collagen but 1k mg is a bit much i think 500 mg is enough for average person even if they want a little more for collagen production,1,positive
61865,VitaminC,1,I ended up throwing it away,"I was taking it together with the iron supplement I bought here. For some reason, when I took it, my stomach would bloat and rumble constantly, but nothing would come out! I continued to feel unwell, but after I stopped taking it, it went back to normal after three days. I read reviews saying it was good, so I bought it, but it didn't suit me, so I ended up throwing it away.",73,"I ended up throwing it away I was taking it together with the iron supplement I bought here. For some reason, when I took it, my stomach would bloat and rumble constantly, but nothing would come out! I continued to feel unwell, but after I stopped taking it, it went back to normal after three days. I read reviews saying it was good, so I bought it, but it didn't suit me, so I ended up throwing it away.",0,negative
61865,VitaminC,1,not mine...,"I could not appreciate this Vitamin C at its true worth, because his stomach ached very badly (((Gastritis worsened (I gave it to a friend, she liked it.",28,"not mine... I could not appreciate this Vitamin C at its true worth, because his stomach ached very badly (((Gastritis worsened (I gave it to a friend, she liked it.",0,negative
61865,VitaminC,2,Bad form of vitamin,"I am surprised by the good reviews, pay attention to the release form of this vitamin, a terrible form, there will be little benefit from this.",26,"Bad form of vitamin I am surprised by the good reviews, pay attention to the release form of this vitamin, a terrible form, there will be little benefit from this.",0,negative
16567,Magnesium,2,The effect is not noticeable.,"I've heard that magnesium is good for sleep, but I don't think it's enough to make a big difference. I'll have to take it for a long time, but I don't know yet. As other reviews say, the pill is big and hard to swallow. I recommend breaking it in half.",51,"The effect is not noticeable. I've heard that magnesium is good for sleep, but I don't think it's enough to make a big difference. I'll have to take it for a long time, but I don't know yet. As other reviews say, the pill is big and hard to swallow. I recommend breaking it in half.",0,negative
16567,Magnesium,1,Eat like a hangover,"If you take it half an hour before going to bed, you will feel hungover and awake the next day. Peeling half of it and eating it has no effect. Tried and true.",33,"Eat like a hangover If you take it half an hour before going to bed, you will feel hungover and awake the next day. Peeling half of it and eating it has no effect. Tried and true.",0,negative
61865,VitaminC,5,California Gold Nutrition Gold C,"California Gold Nutrition Gold C is a fantastic vitamin C supplement that has become an essential part of my daily health regimen. The product offers high-quality, non-GMO vitamin C in a convenient and easy-to-swallow capsule form. Since I started taking Gold C, I've noticed a boost in my immune system and overall energy levels. It helps me stay healthy, especially during the cold and flu season. I also appreciate that it is free from gluten, soy, and artificial additives, making it a clean and reliable choice for anyone looking to support their immune health. Overall, California Gold Nutrition Gold C is a superior vitamin C supplement that delivers excellent results. I highly recommend it for maintaining optimal health and wellness.",120,"California Gold Nutrition Gold C California Gold Nutrition Gold C is a fantastic vitamin C supplement that has become an essential part of my daily health regimen. The product offers high-quality, non-GMO vitamin C in a convenient and easy-to-swallow capsule form. Since I started taking Gold C, I've noticed a boost in my immune system and overall energy levels. It helps me stay healthy, especially during the cold and flu season. I also appreciate that it is free from gluten, soy, and artificial additives, making it a clean and reliable choice for anyone looking to support their immune health. Overall, California Gold Nutrition Gold C is a superior vitamin C supplement that delivers excellent results. I highly recommend it for maintaining optimal health and wellness.",1,positive
62118,Omega,1,cost performance,"It's cheap, but I don't know how effective it is. Yangyeongje is a favorite among the elderly, but everyone has a bottle.",22,"cost performance It's cheap, but I don't know how effective it is. Yangyeongje is a favorite among the elderly, but everyone has a bottle.",0,negative
62118,Omega,2,Very little acid,"If you don't have money, buy this one. But look for good fish oil with a different composition. Pay attention to the numbers indicated on the bank",27,"Very little acid If you don't have money, buy this one. But look for good fish oil with a different composition. Pay attention to the numbers indicated on the bank",0,negative
62118,Omega,4,It seems good?,I think it's a case by case scenario but I noticed whenever I take these omega 3 pills for an extended period of time I'd get a cyst on my eyelid? Whenever I stop it would go away. Aside from that I did feel like my cognitive functioning felt clearer,50,It seems good? I think it's a case by case scenario but I noticed whenever I take these omega 3 pills for an extended period of time I'd get a cyst on my eyelid? Whenever I stop it would go away. Aside from that I did feel like my cognitive functioning felt clearer,1,positive
16567,Magnesium,5,Top choice for magnesium,I think this is one of the best magnesium supplements out there. Price and content makes this a go to. Also have a desired affect on me when wanting to relax before sleep. It will not always help but many times will get me calm and a nice feeling of tiredness which get me to fall to sleep easier.,59,Top choice for magnesium I think this is one of the best magnesium supplements out there. Price and content makes this a go to. Also have a desired affect on me when wanting to relax before sleep. It will not always help but many times will get me calm and a nice feeling of tiredness which get me to fall to sleep easier.,1,positive
62118,Omega,5,good product,"i ordered it for my mom, and she really liked it so since 6 just re order it many times",20,"good product i ordered it for my mom, and she really liked it so since 6 just re order it many times",1,positive
67051,VeganVitaB,2,Group B Synthetic Vitamin,Make the spirit of the day very good and reasonably priced,11,Group B Synthetic Vitamin Make the spirit of the day very good and reasonably priced,0,negative
67051,VeganVitaB,4,Tablet size is great,I can hardly intake capsule that is too big in size and this one is really good in size :) I feel good about it so far I have been using it for months.,34,Tablet size is great I can hardly intake capsule that is too big in size and this one is really good in size :) I feel good about it so far I have been using it for months.,1,positive
